date,temp_max,temp_min,precipitation,wind_speed_max,temp_mean
2022-10-21,21.5,10.4,0.0,9.1,15.95
2022-10-22,22.6,13.0,0.0,3.9,17.8
2022-10-23,23.5,11.4,3.7,8.8,17.45
2022-10-24,14.4,10.4,1.1,9.1,12.4
2022-10-25,14.2,9.7,0.7,10.6,11.95
2022-10-26,18.0,9.6,0.5,9.7,13.8
2022-10-27,17.1,8.6,0.0,4.6,12.85
2022-10-28,19.2,9.6,0.0,5.4,14.4
2022-10-29,20.2,11.0,0.0,7.4,15.6
2022-10-30,18.2,11.2,0.0,5.4,14.7
2022-10-31,18.7,10.6,0.0,6.0,14.65
2022-11-01,16.8,11.0,0.0,6.6,13.9
2022-11-02,21.9,10.8,0.0,4.3,16.35
2022-11-03,23.4,11.4,0.0,7.4,17.4
2022-11-04,20.1,10.4,0.0,7.9,15.25
2022-11-05,16.1,11.1,0.0,4.6,13.6
2022-11-06,17.3,9.4,0.0,6.2,13.35
2022-11-07,16.8,9.1,0.0,5.2,12.95
2022-11-08,20.5,10.1,0.0,7.2,15.3
2022-11-09,17.7,10.4,0.0,6.3,14.05
2022-11-10,21.0,8.9,0.0,5.8,14.95
2022-11-11,19.5,9.9,0.0,5.4,14.7
2022-11-12,20.1,11.8,0.0,5.2,15.95
2022-11-13,21.8,10.8,5.4,11.4,16.3
2022-11-14,16.9,11.9,0.0,14.0,14.4
2022-11-15,11.8,8.6,7.0,6.2,10.2
2022-11-16,16.5,8.1,0.5,7.4,12.3
2022-11-17,15.6,8.6,0.0,6.0,12.1
2022-11-18,16.4,7.9,0.0,4.7,12.15
2022-11-19,16.9,8.3,0.0,6.2,12.6
2022-11-20,11.8,7.9,4.3,7.4,9.85
2022-11-21,16.0,9.4,4.2,8.7,12.7
2022-11-22,18.8,8.9,0.0,8.1,13.85
2022-11-23,13.1,9.0,36.7,10.3,11.05
2022-11-24,18.9,10.6,0.0,12.9,14.75
2022-11-25,16.1,9.8,0.0,4.7,12.95
2022-11-26,15.6,8.6,1.6,4.1,12.1
2022-11-27,16.8,8.4,0.0,10.8,12.6
2022-11-28,13.1,6.6,0.0,4.6,9.85
2022-11-29,19.9,9.9,5.1,13.4,14.9
2022-11-30,19.5,11.9,33.9,10.9,15.7
2022-12-01,11.4,7.6,0.0,9.1,9.5
2022-12-02,12.6,6.1,0.0,8.1,9.35
2022-12-03,10.7,4.0,0.0,6.3,7.35
2022-12-04,15.4,4.2,0.0,7.5,9.8
2022-12-05,8.8,3.9,10.2,6.5,6.3500000000000005
2022-12-06,8.6,3.5,9.4,8.8,6.05
2022-12-07,13.1,3.7,0.0,4.6,8.4
2022-12-08,13.8,3.7,0.0,4.1,8.75
2022-12-09,12.6,3.9,0.0,4.7,8.25
2022-12-10,14.4,4.2,0.0,5.2,9.3
2022-12-11,13.1,5.2,1.3,8.4,9.15
2022-12-12,10.4,5.1,0.0,6.9,7.75
2022-12-13,8.5,3.8,2.7,7.8,6.15
2022-12-14,13.6,4.7,0.0,12.3,9.15
2022-12-15,10.7,2.2,0.0,5.4,6.449999999999999
2022-12-16,12.8,2.3,0.0,9.1,7.550000000000001
2022-12-17,7.9,4.0,4.7,5.2,5.95
2022-12-18,9.6,3.0,2.2,11.2,6.3
2022-12-19,8.9,0.5,0.0,6.1,4.7
2022-12-20,9.7,0.2,0.0,4.8,4.949999999999999
2022-12-21,9.9,1.8,0.0,4.4,5.8500000000000005
2022-12-22,10.2,3.3,19.2,8.4,6.75
2022-12-23,6.8,1.7,0.0,14.7,4.25
2022-12-24,10.6,1.2,0.0,11.0,5.8999999999999995
2022-12-25,11.1,2.8,0.0,10.9,6.949999999999999
2022-12-26,9.7,2.5,0.0,9.5,6.1
2022-12-27,10.6,3.3,0.0,9.0,6.949999999999999
2022-12-28,10.8,2.2,0.0,4.2,6.5
2022-12-29,11.9,2.7,0.0,6.9,7.300000000000001
2022-12-30,10.3,2.6,0.0,6.7,6.45
2022-12-31,9.9,1.8,0.0,5.7,5.8500000000000005
2023-01-01,11.9,0.9,0.0,5.6,6.4
2023-01-02,9.3,3.0,0.0,8.3,6.15
2023-01-03,9.5,1.0,0.0,7.1,5.25
2023-01-04,9.7,0.4,0.0,7.9,5.05
2023-01-05,8.2,1.9,0.0,9.5,5.05
2023-01-06,8.9,-0.8,0.0,5.8,4.05
2023-01-07,9.1,1.5,0.0,5.2,5.3
2023-01-08,11.1,1.4,0.0,4.8,6.25
2023-01-09,12.2,2.1,0.0,5.0,7.1499999999999995
2023-01-10,7.3,2.0,0.0,13.9,4.65
2023-01-11,9.6,0.2,0.0,7.1,4.8999999999999995
2023-01-12,10.9,0.1,0.0,5.4,5.5
2023-01-13,12.6,0.4,0.6,6.6,6.5
2023-01-14,12.2,6.6,3.8,11.0,9.4
2023-01-15,11.4,6.3,3.3,7.3,8.85
2023-01-16,6.7,3.8,8.4,9.7,5.25
2023-01-17,7.6,0.6,0.8,7.9,4.1
2023-01-18,11.4,1.9,0.1,7.3,6.65
2023-01-19,8.5,2.2,0.0,6.9,5.35
2023-01-20,11.1,2.8,0.0,6.2,6.949999999999999
2023-01-21,7.2,1.9,0.0,11.8,4.55
2023-01-22,7.8,-0.4,0.0,6.1,3.7
2023-01-23,5.1,1.0,0.0,6.2,3.05
2023-01-24,10.2,-2.1,1.2,17.9,4.05
2023-01-25,2.1,-3.5,0.0,12.9,-0.7
2023-01-26,7.6,-4.0,0.0,5.9,1.7999999999999998
2023-01-27,5.6,0.6,1.7,8.7,3.0999999999999996
2023-01-28,6.3,-0.1,0.0,11.1,3.1
2023-01-29,6.8,-1.4,0.0,6.6,2.7
2023-01-30,10.9,-0.6,0.0,12.2,5.15
2023-01-31,7.1,0.6,0.0,9.9,3.85
2023-02-01,12.1,-0.9,0.0,13.7,5.6
2023-02-02,7.7,2.7,0.0,11.0,5.2
2023-02-03,6.2,1.2,0.0,7.5,3.7
2023-02-04,10.3,-0.3,0.0,6.3,5.0
2023-02-05,9.9,1.5,0.0,5.8,5.7
2023-02-06,12.2,0.8,0.0,5.8,6.5
2023-02-07,12.6,3.3,0.0,5.8,7.949999999999999
2023-02-08,11.3,4.9,2.5,5.8,8.100000000000001
2023-02-09,8.1,1.6,0.0,12.1,4.85
2023-02-10,1.8,-1.1,24.8,8.1,0.35
2023-02-11,12.6,2.0,0.0,13.4,7.3
2023-02-12,15.4,2.5,0.0,8.6,8.95
2023-02-13,7.8,4.7,14.9,8.6,6.25
2023-02-14,8.7,1.8,0.0,13.3,5.25
2023-02-15,6.2,-0.6,0.0,11.6,2.8000000000000003
2023-02-16,7.0,-1.0,0.0,7.6,3.0
2023-02-17,9.6,0.1,0.0,5.7,4.85
2023-02-18,13.0,0.2,0.0,4.4,6.6
2023-02-19,18.8,4.3,0.0,11.7,11.55
2023-02-20,12.2,3.9,0.0,11.9,8.049999999999999
2023-02-21,6.6,0.9,0.0,12.3,3.75
2023-02-22,8.6,-0.2,0.0,7.6,4.2
2023-02-23,13.6,2.3,0.0,5.2,7.949999999999999
2023-02-24,11.8,3.3,1.4,5.0,7.550000000000001
2023-02-25,9.3,2.5,0.0,12.0,5.9
2023-02-26,8.1,1.2,0.0,11.9,4.6499999999999995
2023-02-27,12.8,2.0,0.0,7.8,7.4
2023-02-28,17.0,2.2,0.0,11.1,9.6
2023-03-01,17.9,6.1,0.0,10.7,12.0
2023-03-02,15.4,4.8,0.1,14.7,10.1
2023-03-03,10.5,1.2,0.0,8.1,5.85
2023-03-04,15.0,3.5,0.0,9.2,9.25
2023-03-05,10.9,4.2,1.2,6.2,7.550000000000001
2023-03-06,12.5,5.2,4.7,6.0,8.85
2023-03-07,17.1,3.3,0.0,5.5,10.2
2023-03-08,19.0,3.9,0.0,8.3,11.45
2023-03-09,20.2,5.9,0.0,9.0,13.05
2023-03-10,20.2,10.9,1.5,8.1,15.55
2023-03-11,18.0,4.9,0.0,5.2,11.45
2023-03-12,17.1,4.9,0.0,7.3,11.0
2023-03-13,15.9,8.1,5.8,11.3,12.0
2023-03-14,12.8,6.2,0.0,8.1,9.5
2023-03-15,15.8,4.3,0.0,5.7,10.05
2023-03-16,19.2,4.7,0.0,6.4,11.95
2023-03-17,15.4,8.2,3.6,6.5,11.8
2023-03-18,7.8,5.6,32.2,7.9,6.699999999999999
2023-03-19,13.9,4.3,0.0,5.5,9.1
2023-03-20,17.2,4.1,0.0,8.8,10.65
2023-03-21,17.6,6.6,0.0,5.5,12.1
2023-03-22,21.4,8.9,0.0,7.1,15.15
2023-03-23,17.0,10.4,11.9,9.3,13.7
2023-03-24,19.3,11.6,5.9,8.4,15.45
2023-03-25,12.9,7.9,23.0,8.7,10.4
2023-03-26,11.4,7.8,14.1,7.6,9.6
2023-03-27,14.9,9.5,0.0,10.6,12.2
2023-03-28,12.4,7.2,0.0,5.9,9.8
2023-03-29,17.1,6.6,1.2,5.6,11.85
2023-03-30,18.4,9.1,1.2,7.3,13.75
2023-03-31,19.2,7.4,0.0,8.6,13.3
2023-04-01,20.5,6.8,0.0,8.1,13.65
2023-04-02,16.1,9.5,0.1,8.0,12.8
2023-04-03,16.4,7.8,0.0,8.2,12.1
2023-04-04,18.5,5.1,0.0,5.5,11.8
2023-04-05,20.1,6.5,0.0,9.8,13.3
2023-04-06,19.9,14.1,0.5,12.4,17.0
2023-04-07,19.3,17.1,10.1,14.4,18.200000000000003
2023-04-08,19.3,8.4,8.0,12.7,13.85
2023-04-09,16.1,5.7,0.0,9.1,10.9
2023-04-10,19.4,5.1,0.0,10.3,12.25
2023-04-11,23.0,9.1,0.0,13.2,16.05
2023-04-12,22.3,13.1,1.7,13.8,17.7
2023-04-13,18.8,8.9,0.0,8.2,13.85
2023-04-14,21.7,10.9,0.0,8.8,16.3
2023-04-15,14.1,11.9,22.1,6.6,13.0
2023-04-16,22.3,12.1,2.7,6.4,17.2
2023-04-17,17.6,10.2,0.7,11.7,13.9
2023-04-18,17.5,7.2,1.1,6.3,12.35
2023-04-19,24.3,8.6,0.0,6.0,16.45
2023-04-20,23.8,14.1,0.0,9.0,18.95
2023-04-21,25.5,14.2,0.0,8.0,19.85
2023-04-22,20.2,10.4,0.0,10.9,15.3
2023-04-23,17.8,8.1,0.0,8.2,12.95
2023-04-24,14.4,9.1,0.0,9.0,11.75
2023-04-25,17.0,7.0,0.0,8.4,12.0
2023-04-26,19.1,12.0,19.6,11.3,15.55
2023-04-27,21.5,11.7,0.0,10.4,16.6
2023-04-28,22.6,11.1,0.0,9.7,16.85
2023-04-29,22.1,13.7,1.7,12.6,17.9
2023-04-30,21.8,16.5,10.0,12.0,19.15
2023-05-01,20.9,13.0,0.7,9.3,16.95
2023-05-02,20.5,10.6,0.0,11.4,15.55
2023-05-03,22.9,9.1,0.0,8.7,16.0
2023-05-04,24.3,11.4,0.0,8.7,17.85
2023-05-05,24.6,12.6,0.0,12.2,18.6
2023-05-06,26.1,18.1,0.0,15.8,22.1
2023-05-07,21.2,12.9,46.8,11.9,17.05
2023-05-08,19.9,10.6,63.0,14.5,15.25
2023-05-09,19.4,9.9,0.0,7.4,14.65
2023-05-10,23.5,9.3,0.0,8.4,16.4
2023-05-11,20.8,12.5,6.6,7.1,16.65
2023-05-12,20.4,11.1,0.0,8.5,15.75
2023-05-13,18.0,14.4,2.5,7.6,16.2
2023-05-14,19.6,14.6,5.4,7.5,17.1
2023-05-15,18.5,14.8,9.8,6.6,16.65
2023-05-16,26.0,12.8,0.0,8.4,19.4
2023-05-17,30.2,13.1,0.0,7.8,21.65
2023-05-18,30.4,15.9,0.0,9.0,23.15
2023-05-19,22.5,17.1,15.4,9.6,19.8
2023-05-20,22.8,16.8,0.8,7.1,19.8
2023-05-21,25.9,15.9,0.0,7.9,20.9
2023-05-22,28.0,16.5,0.9,10.5,22.25
2023-05-23,15.4,13.4,16.4,7.9,14.4
2023-05-24,22.3,13.1,0.0,11.4,17.7
2023-05-25,22.3,13.4,0.0,7.6,17.85
2023-05-26,23.5,15.4,0.0,8.9,19.45
2023-05-27,25.5,15.4,0.0,7.9,20.45
2023-05-28,23.8,17.1,0.0,10.1,20.450000000000003
2023-05-29,20.5,17.7,31.5,3.4,19.1
2023-05-30,25.1,18.0,2.9,8.4,21.55
2023-05-31,21.6,17.6,8.9,8.7,19.6
2023-06-01,24.0,14.4,0.1,10.9,19.2
2023-06-02,23.6,19.8,128.8,16.9,21.700000000000003
2023-06-03,24.0,18.0,103.4,13.9,21.0
2023-06-04,25.7,16.4,0.0,10.1,21.049999999999997
2023-06-05,27.9,16.8,0.0,8.4,22.35
2023-06-06,25.4,16.3,5.2,10.7,20.85
2023-06-07,28.5,17.5,7.0,6.5,23.0
2023-06-08,27.2,18.7,3.9,7.3,22.95
2023-06-09,24.7,18.8,47.7,8.2,21.75
2023-06-10,25.7,20.0,0.0,7.9,22.85
2023-06-11,23.2,20.1,20.4,5.9,21.65
2023-06-12,22.6,20.3,12.8,4.8,21.450000000000003
2023-06-13,28.3,20.2,0.8,7.9,24.25
2023-06-14,24.5,21.1,1.9,5.7,22.8
2023-06-15,24.2,20.5,10.7,4.7,22.35
2023-06-16,28.9,19.8,0.5,10.2,24.35
2023-06-17,30.0,18.5,0.0,8.0,24.25
2023-06-18,30.8,19.6,0.0,8.0,25.200000000000003
2023-06-19,26.3,20.1,0.3,8.3,23.200000000000003
2023-06-20,25.5,18.9,0.0,7.7,22.2
2023-06-21,26.2,18.3,0.0,7.1,22.25
2023-06-22,21.0,16.4,11.3,6.6,18.7
2023-06-23,25.7,16.5,0.4,6.7,21.1
2023-06-24,28.0,20.3,0.1,6.6,24.15
2023-06-25,29.8,21.5,0.1,8.9,25.65
2023-06-26,29.2,21.5,0.0,7.3,25.35
2023-06-27,27.9,22.2,0.8,5.2,25.049999999999997
2023-06-28,30.9,23.2,0.1,8.8,27.049999999999997
2023-06-29,32.4,22.6,0.9,5.4,27.5
2023-06-30,28.6,23.4,10.9,10.7,26.0
2023-07-01,28.0,23.0,32.3,9.7,25.5
2023-07-02,31.8,21.1,6.6,8.4,26.450000000000003
2023-07-03,31.5,22.7,0.2,7.3,27.1
2023-07-04,29.1,22.9,2.4,7.6,26.0
2023-07-05,27.5,22.1,0.7,9.5,24.8
2023-07-06,32.2,22.9,5.8,7.7,27.55
2023-07-07,33.0,22.5,0.0,10.1,27.75
2023-07-08,31.1,24.0,1.0,9.2,27.55
2023-07-09,31.4,24.1,0.7,9.5,27.75
2023-07-10,35.2,25.0,0.0,7.2,30.1
2023-07-11,33.5,24.5,0.0,8.0,29.0
2023-07-12,35.5,24.2,0.9,7.4,29.85
2023-07-13,31.1,24.0,1.9,7.6,27.55
2023-07-14,28.5,23.4,0.6,4.6,25.95
2023-07-15,30.9,25.0,0.0,8.2,27.95
2023-07-16,35.3,25.6,0.0,7.6,30.45
2023-07-17,34.5,24.9,0.0,8.4,29.7
2023-07-18,35.6,23.6,0.0,6.1,29.6
2023-07-19,32.7,24.0,0.0,8.9,28.35
2023-07-20,30.9,24.1,2.5,6.9,27.5
2023-07-21,29.7,22.8,2.0,6.5,26.25
2023-07-22,30.9,22.2,0.0,6.7,26.549999999999997
2023-07-23,31.8,22.2,0.0,7.3,27.0
2023-07-24,32.2,21.9,0.0,8.6,27.05
2023-07-25,33.7,23.0,0.0,6.7,28.35
2023-07-26,34.9,21.8,0.0,7.2,28.35
2023-07-27,33.0,24.2,0.0,8.0,28.6
2023-07-28,33.3,25.5,0.0,8.8,29.4
2023-07-29,33.0,24.9,0.0,8.6,28.95
2023-07-30,33.9,23.8,0.0,9.0,28.85
2023-07-31,33.7,26.0,0.0,8.7,29.85
2023-08-01,30.0,24.5,0.5,4.7,27.25
2023-08-02,33.8,22.4,0.0,9.7,28.1
2023-08-03,33.1,25.5,0.1,9.8,29.3
2023-08-04,34.3,25.0,0.1,6.9,29.65
2023-08-05,33.3,25.5,0.2,9.8,29.4
2023-08-06,30.6,26.0,4.5,6.7,28.3
2023-08-07,31.3,25.6,0.6,7.1,28.450000000000003
2023-08-08,31.9,24.7,0.9,6.1,28.299999999999997
2023-08-09,29.6,26.0,7.7,5.8,27.8
2023-08-10,32.1,25.5,0.0,8.2,28.8
2023-08-11,33.0,24.6,0.0,8.3,28.8
2023-08-12,32.7,24.4,0.0,7.5,28.55
2023-08-13,30.5,25.0,11.9,5.6,27.75
2023-08-14,31.1,25.7,5.9,7.4,28.4
2023-08-15,31.1,26.4,16.6,9.6,28.75
2023-08-16,30.1,25.8,3.9,9.7,27.950000000000003
2023-08-17,32.7,26.0,1.1,8.2,29.35
2023-08-18,33.6,26.0,0.0,8.0,29.8
2023-08-19,33.9,25.6,0.1,5.4,29.75
2023-08-20,33.1,24.8,0.7,4.3,28.950000000000003
2023-08-21,32.7,25.2,0.6,6.0,28.950000000000003
2023-08-22,31.4,25.5,4.6,5.9,28.45
2023-08-23,30.8,25.5,6.8,7.6,28.15
2023-08-24,31.6,25.7,0.9,9.0,28.65
2023-08-25,32.5,25.4,0.3,7.7,28.95
2023-08-26,31.0,24.5,1.7,7.2,27.75
2023-08-27,29.5,24.0,5.9,5.9,26.75
2023-08-28,32.2,24.4,0.1,5.9,28.3
2023-08-29,33.4,25.1,0.2,8.4,29.25
2023-08-30,32.7,24.7,0.0,8.3,28.700000000000003
2023-08-31,32.5,25.4,0.0,8.6,28.95
2023-09-01,32.2,24.5,0.0,9.4,28.35
2023-09-02,32.5,24.0,0.0,7.0,28.25
2023-09-03,31.9,24.0,0.9,7.6,27.95
2023-09-04,29.0,24.9,29.2,7.2,26.95
2023-09-05,33.2,24.9,0.0,9.0,29.05
2023-09-06,30.0,23.9,0.6,8.1,26.95
2023-09-07,29.4,23.4,1.2,5.7,26.4
2023-09-08,24.1,20.9,96.6,11.0,22.5
2023-09-09,29.5,21.9,4.9,6.9,25.7
2023-09-10,31.5,24.2,0.0,8.0,27.85
2023-09-11,30.5,24.5,0.1,7.2,27.5
2023-09-12,30.5,23.9,0.2,6.4,27.2
2023-09-13,31.5,21.8,0.0,4.7,26.65
2023-09-14,31.2,23.8,0.0,8.0,27.5
2023-09-15,28.1,24.1,1.9,3.9,26.1
2023-09-16,32.0,23.9,0.0,6.9,27.95
2023-09-17,31.9,24.5,0.4,8.7,28.2
2023-09-18,31.9,25.6,0.1,9.1,28.75
2023-09-19,31.9,24.2,0.0,8.0,28.049999999999997
2023-09-20,30.9,23.2,11.2,4.3,27.049999999999997
2023-09-21,28.0,23.1,3.3,12.8,25.55
2023-09-22,27.2,22.7,27.4,7.9,24.95
2023-09-23,24.0,20.9,7.3,6.3,22.45
2023-09-24,26.3,19.4,0.0,8.2,22.85
2023-09-25,25.9,17.4,0.0,7.4,21.65
2023-09-26,27.1,19.1,0.0,5.1,23.1
2023-09-27,28.4,20.9,0.0,4.0,24.65
2023-09-28,31.8,21.9,0.0,5.1,26.85
2023-09-29,28.0,22.7,4.4,6.4,25.35
2023-09-30,26.4,21.1,0.0,5.8,23.75
2023-10-01,27.3,21.7,0.8,6.0,24.5
2023-10-02,25.9,19.4,0.0,7.2,22.65
2023-10-03,25.6,16.5,0.0,5.8,21.05
2023-10-04,20.3,17.3,8.2,5.4,18.8
2023-10-05,26.8,17.1,0.3,12.5,21.950000000000003
2023-10-06,24.0,16.4,0.0,10.7,20.2
2023-10-07,23.4,15.1,0.0,10.5,19.25
2023-10-08,21.4,14.6,1.1,7.4,18.0
2023-10-09,17.5,13.9,23.6,8.6,15.7
2023-10-10,25.0,16.7,10.5,8.8,20.85
2023-10-11,23.6,17.4,0.0,8.9,20.5
2023-10-12,22.7,14.8,0.0,5.4,18.75
2023-10-13,22.4,14.6,0.0,6.0,18.5
2023-10-14,22.1,12.1,0.0,5.4,17.1
2023-10-15,18.0,14.0,52.4,13.0,16.0
2023-10-16,24.5,13.5,0.0,6.3,19.0
2023-10-17,24.4,15.5,0.0,6.6,19.95
2023-10-18,23.0,13.1,0.0,5.9,18.05
2023-10-19,24.9,13.6,0.0,8.4,19.25
2023-10-20,25.4,15.1,0.0,13.2,20.25
2023-10-21,21.4,14.1,0.0,10.5,17.75
2023-10-22,18.6,11.1,0.0,7.2,14.85
2023-10-23,21.6,11.3,0.0,4.3,16.450000000000003
2023-10-24,22.0,12.5,0.0,5.2,17.25
2023-10-25,21.6,12.9,0.3,5.6,17.25
2023-10-26,22.2,12.9,0.0,5.5,17.55
2023-10-27,22.1,12.8,0.0,5.0,17.450000000000003
2023-10-28,19.8,13.6,0.0,6.7,16.7
2023-10-29,18.6,13.2,2.9,7.7,15.9
2023-10-30,20.8,12.1,0.0,5.0,16.45
2023-10-31,19.8,12.3,0.0,4.0,16.05
2023-11-01,22.2,12.2,0.0,4.8,17.2
2023-11-02,23.9,12.1,0.0,4.7,18.0
2023-11-03,23.6,11.6,0.0,4.8,17.6
2023-11-04,24.8,11.9,0.0,4.5,18.35
2023-11-05,21.8,15.5,0.0,4.8,18.65
2023-11-06,24.1,16.0,0.2,9.4,20.05
2023-11-07,24.8,16.6,20.4,16.2,20.700000000000003
2023-11-08,20.1,13.0,0.0,10.0,16.55
2023-11-09,19.9,10.9,0.0,4.3,15.4
2023-11-10,15.9,11.8,6.2,4.7,13.85
2023-11-11,15.6,10.2,0.0,14.2,12.9
2023-11-12,11.4,8.2,0.0,5.2,9.8
2023-11-13,14.2,7.9,0.0,10.0,11.05
2023-11-14,17.0,7.4,0.0,6.2,12.2
2023-11-15,13.6,9.6,0.0,6.5,11.6
2023-11-16,16.4,7.4,0.0,5.4,11.9
2023-11-17,12.4,9.6,56.3,9.2,11.0
2023-11-18,15.9,8.4,0.0,11.0,12.15
2023-11-19,17.9,8.1,0.0,8.4,13.0
2023-11-20,16.6,7.9,0.0,10.9,12.25
2023-11-21,16.2,6.2,0.0,5.8,11.2
2023-11-22,18.9,6.8,0.0,4.1,12.85
2023-11-23,20.7,10.1,0.2,7.3,15.4
2023-11-24,22.0,9.8,0.0,10.3,15.9
2023-11-25,11.9,6.8,0.0,11.2,9.35
2023-11-26,7.4,5.2,0.1,5.9,6.300000000000001
2023-11-27,14.6,5.6,0.0,4.1,10.1
2023-11-28,20.9,9.2,0.3,9.9,15.05
2023-11-29,16.2,6.8,0.0,7.1,11.5
2023-11-30,14.9,6.6,0.0,11.2,10.75
2023-12-01,11.1,4.9,0.0,7.4,8.0
2023-12-02,11.6,3.5,0.0,5.2,7.55
2023-12-03,14.6,4.0,0.0,7.1,9.3
2023-12-04,12.8,5.3,0.0,5.7,9.05
2023-12-05,9.4,4.4,0.0,5.2,6.9
2023-12-06,15.6,7.2,4.1,6.8,11.4
2023-12-07,19.2,6.9,0.0,11.2,13.05
2023-12-08,15.9,4.8,0.0,8.0,10.35
2023-12-09,17.1,5.2,0.0,4.0,11.15
2023-12-10,17.9,5.4,0.0,5.2,11.65
2023-12-11,14.9,9.5,0.0,5.8,12.2
2023-12-12,15.1,8.8,23.5,9.7,11.95
2023-12-13,13.9,6.8,0.2,8.5,10.35
2023-12-14,12.9,4.8,0.0,4.2,8.85
2023-12-15,18.2,5.9,0.6,15.9,12.05
2023-12-16,21.5,10.3,0.0,12.1,15.9
2023-12-17,14.9,4.1,0.0,10.0,9.5
2023-12-18,9.7,2.5,0.0,8.0,6.1
2023-12-19,8.8,2.3,0.0,4.7,5.550000000000001
2023-12-20,12.4,3.6,0.0,4.8,8.0
2023-12-21,11.5,3.3,0.0,8.3,7.4
2023-12-22,9.1,0.4,0.0,7.4,4.75
2023-12-23,8.8,-0.1,0.0,4.3,4.3500000000000005
2023-12-24,9.3,0.6,0.0,4.1,4.95
2023-12-25,11.1,0.8,0.0,5.1,5.95
2023-12-26,11.6,1.8,0.0,6.4,6.7
2023-12-27,11.2,3.8,0.0,8.2,7.5
2023-12-28,9.2,2.8,0.0,5.8,6.0
2023-12-29,13.2,1.7,0.0,5.8,7.449999999999999
2023-12-30,12.9,3.5,0.0,5.4,8.2
2023-12-31,11.7,4.6,3.2,5.9,8.149999999999999
2024-01-01,10.4,3.2,0.0,14.2,6.800000000000001
2024-01-02,7.9,1.3,0.1,4.6,4.6000000000000005
2024-01-03,11.1,1.8,0.3,4.0,6.45
2024-01-04,12.6,4.8,0.4,12.7,8.7
2024-01-05,12.4,1.0,0.0,4.2,6.7
2024-01-06,13.8,1.9,0.0,4.7,7.85
2024-01-07,10.7,4.2,0.0,10.5,7.449999999999999
2024-01-08,8.1,2.2,0.0,10.0,5.15
2024-01-09,9.8,-0.2,0.0,4.7,4.800000000000001
2024-01-10,11.3,0.8,0.0,8.9,6.050000000000001
2024-01-11,7.1,1.2,0.0,9.0,4.1499999999999995
2024-01-12,12.5,-0.8,0.0,5.5,5.85
2024-01-13,10.1,1.5,4.3,11.4,5.8
2024-01-14,9.9,0.4,0.0,11.3,5.15
2024-01-15,9.7,2.8,0.0,13.0,6.25
2024-01-16,5.2,0.8,0.0,13.9,3.0
2024-01-17,10.6,-0.2,0.0,5.4,5.2
2024-01-18,12.6,1.5,0.0,3.4,7.05
2024-01-19,13.1,5.5,0.0,6.5,9.3
2024-01-20,5.9,3.2,2.6,6.2,4.550000000000001
2024-01-21,11.1,3.3,29.2,10.5,7.199999999999999
2024-01-22,13.7,6.6,0.0,6.8,10.15
2024-01-23,11.9,4.7,0.0,8.7,8.3
2024-01-24,6.6,0.9,0.0,10.0,3.75
2024-01-25,7.8,-1.9,0.0,11.4,2.95
2024-01-26,9.4,2.1,0.0,10.8,5.75
2024-01-27,10.4,2.3,0.0,9.4,6.35
2024-01-28,9.3,0.8,0.0,5.6,5.050000000000001
2024-01-29,10.1,1.5,0.0,5.6,5.8
2024-01-30,11.6,1.6,0.0,5.2,6.6
2024-01-31,12.9,0.4,0.0,5.4,6.65
2024-02-01,13.9,3.2,1.3,12.3,8.55
2024-02-02,6.8,1.8,0.0,10.4,4.3
2024-02-03,9.7,2.2,0.0,8.9,5.949999999999999
2024-02-04,6.8,2.0,8.4,6.8,4.4
2024-02-05,3.8,0.6,31.1,12.4,2.1999999999999997
2024-02-06,5.4,1.1,1.4,9.4,3.25
2024-02-07,9.2,0.4,0.0,5.1,4.8
2024-02-08,9.9,1.4,0.0,6.5,5.65
2024-02-09,9.9,1.6,0.0,6.7,5.75
2024-02-10,10.9,1.0,0.2,6.4,5.95
2024-02-11,10.7,2.2,0.0,7.9,6.449999999999999
2024-02-12,11.3,2.0,0.1,8.4,6.65
2024-02-13,15.6,-0.3,0.0,8.0,7.65
2024-02-14,16.4,1.7,0.0,5.4,9.05
2024-02-15,18.8,3.5,0.0,17.4,11.15
2024-02-16,15.5,4.4,0.1,15.6,9.95
2024-02-17,11.4,0.9,0.0,6.3,6.15
2024-02-18,16.2,5.4,0.0,6.5,10.8
2024-02-19,16.0,9.2,2.3,12.8,12.6
2024-02-20,21.9,12.6,3.3,12.2,17.25
2024-02-21,12.1,5.3,3.0,6.5,8.7
2024-02-22,6.1,3.5,13.5,7.3,4.8
2024-02-23,3.7,1.0,11.5,6.6,2.35
2024-02-24,9.0,0.8,0.0,5.7,4.9
2024-02-25,3.5,1.6,7.4,8.9,2.55
2024-02-26,10.6,4.1,3.0,15.9,7.35
2024-02-27,8.4,3.4,0.0,17.4,5.9
2024-02-28,11.9,3.8,0.0,12.3,7.85
2024-02-29,10.8,1.6,3.7,4.4,6.2
2024-03-01,15.0,3.2,16.9,10.8,9.1
2024-03-02,8.1,3.0,0.0,11.3,5.55
2024-03-03,11.6,0.6,0.0,7.2,6.1
2024-03-04,13.4,1.0,0.0,8.0,7.2
2024-03-05,8.0,1.1,22.6,8.8,4.55
2024-03-06,7.3,1.1,12.6,10.7,4.2
2024-03-07,9.6,4.3,0.0,8.4,6.949999999999999
2024-03-08,8.7,0.6,22.7,5.9,4.6499999999999995
2024-03-09,9.4,2.1,0.2,12.5,5.75
